,Semester,Days,S1,S2,Pair,Return,Converged
2260,36,3,L,SE,L-SE,1.0476199181381627,True
2261,36,4,L,SE,L-SE,1.0304414241398625,True
2262,36,5,SWK,EFX,SWK-EFX,0.95,False
2263,36,12,NBR,CHK,NBR-CHK,1.1218052449087041,True
2264,36,11,NBR,CHK,NBR-CHK,0.95,False
2265,36,4,HAL,NOV,HAL-NOV,0.95,False
2266,36,9,HAL,NOV,HAL-NOV,1.0023210055912297,False
2267,36,11,HAL,EP,HAL-EP,1.1051002893564261,True
2268,36,9,HAL,EP,HAL-EP,0.95,False
2269,36,19,HON,DOV,HON-DOV,1.0674109110492578,True
2270,36,31,HON,DOV,HON-DOV,0.95,False
2271,36,27,HAL,BJS,HAL-BJS,1.088615349899821,True
2272,36,14,HAL,BJS,HAL-BJS,0.95,False
2273,36,13,HAL,BJS,HAL-BJS,1.0435874682262025,True
2274,36,7,EP,BTU,EP-BTU,0.95,False
2275,36,7,K,MDLZ,K-MDLZ,1.066339633473053,True
2276,36,7,K,MDLZ,K-MDLZ,1.0298333417471572,True
2277,36,42,K,MDLZ,K-MDLZ,0.95,False
2278,36,14,KLAC,EBAY,KLAC-EBAY,1.0973250429175518,True
2279,36,4,KLAC,EBAY,KLAC-EBAY,1.1497814496028973,True
2280,36,18,KLAC,EBAY,KLAC-EBAY,1.0125933357377372,False
2281,36,4,ITW,WIN,ITW-WIN,0.95,False
2282,36,9,ITW,WIN,ITW-WIN,0.95,False
2283,36,7,CVX,D,CVX-D,1.0579186988776592,True
2284,36,6,CVX,D,CVX-D,1.0438580135076045,True
2285,36,18,XEL,LH,XEL-LH,1.0669178973415052,True
2286,36,5,XEL,LH,XEL-LH,1.0378338387597557,True
2287,36,19,NOV,BTU,NOV-BTU,1.0680550670555018,True
2288,36,7,NOV,BTU,NOV-BTU,1.033688511714467,False
2289,36,12,EIX,NI,EIX-NI,0.95,False
2290,37,5,XEL,PCG,XEL-PCG,1.027326979972199,True
2291,37,55,XEL,PCG,XEL-PCG,1.0215999241617029,True
2292,37,30,XEL,PCG,XEL-PCG,0.9884139531249925,False
2293,37,85,JNJ,0961514D,JNJ-0961514D,1.0232244322477864,True
2294,37,15,JNJ,0961514D,JNJ-0961514D,1.001665578627245,False
2295,37,28,ED,WEC,ED-WEC,1.0272357444078934,True
2296,37,29,ED,WEC,ED-WEC,1.0161009176231568,True
2297,37,24,ED,WEC,ED-WEC,0.9725183388646614,False
2298,37,2,ED,PCG,ED-PCG,1.0227201700035462,True
2299,37,13,ED,PCG,ED-PCG,1.020870400098752,True
2300,37,49,ED,PCG,ED-PCG,1.0322316640224167,True
2301,37,30,ED,PCG,ED-PCG,0.9852843317693687,False
2302,37,12,PG,WM,PG-WM,1.031475482685116,True
2303,37,22,PG,WM,PG-WM,1.025165837868103,True
2304,37,10,XEL,ED,XEL-ED,1.0413030751525112,True
2305,37,5,XEL,WEC,XEL-WEC,1.0244752412177331,True
2306,37,13,XEL,WEC,XEL-WEC,1.0320359789473372,True
2307,37,13,XEL,WEC,XEL-WEC,1.027489167974609,True
2308,37,54,XEL,WEC,XEL-WEC,0.9776968555404134,False
2309,37,12,K,CL,K-CL,1.0383412339759386,True
2310,37,20,K,CL,K-CL,1.023726065426335,True
2311,37,13,K,CL,K-CL,1.0194869318958146,True
2312,37,3,K,CL,K-CL,1.0340510012648798,True
2313,37,21,K,CL,K-CL,1.0294334891729993,True
2314,37,30,JNJ,HNZ,JNJ-HNZ,0.95,False
2315,37,86,D,SCG,D-SCG,0.95,False
2316,37,8,EIX,0961514D,EIX-0961514D,1.0325566180515016,True
2317,37,28,EIX,0961514D,EIX-0961514D,1.0249554011068087,True
2318,37,5,EIX,0961514D,EIX-0961514D,0.9817831967809616,False
2319,37,31,EIX,D,EIX-D,0.95,False
2320,37,84,EIX,JNJ,EIX-JNJ,1.0293567967537647,True
2321,37,4,EIX,JNJ,EIX-JNJ,1.030351667697537,True
2322,37,7,CLX,LH,CLX-LH,1.0338769884399044,True
2323,37,19,CLX,LH,CLX-LH,1.03170648156184,True
2324,37,102,PCG,WEC,PCG-WEC,0.95,False
2325,37,85,EIX,SCG,EIX-SCG,0.9854176945235197,False
2326,37,17,DOV,EMR,DOV-EMR,1.0724070262124132,True
2327,37,7,DOV,EMR,DOV-EMR,1.0310500030690286,True
2328,37,6,DOV,EMR,DOV-EMR,1.0221590917751664,True
2329,37,6,DOV,EMR,DOV-EMR,1.0432993813470173,True
2330,37,20,DOV,EMR,DOV-EMR,1.0605887456488001,True
2331,38,6,XEL,SCG,XEL-SCG,1.0326578262031,True
2332,38,9,CMS,PNW,CMS-PNW,1.0248237228138257,True
2333,38,3,CMS,PNW,CMS-PNW,1.0554636252843477,True
2334,38,43,CMS,PNW,CMS-PNW,0.95,False
2335,38,32,SO,0961514D,SO-0961514D,0.9898257373846377,False
2336,38,37,T,EIX,T-EIX,0.95,False
2337,38,4,T,EIX,T-EIX,1.0290325635517594,True
2338,38,17,ADP,1255459D,ADP-1255459D,0.95,False
2339,38,12,ETR,AEE,ETR-AEE,1.047448999941896,True
2340,38,13,ETR,AEE,ETR-AEE,0.95,False
2341,38,33,0111145D,WM,0111145D-WM,1.0280071563084103,True
2342,38,18,0111145D,WM,0111145D-WM,1.0213620132363879,True
2343,38,27,0111145D,WM,0111145D-WM,0.95,False
2344,38,4,0111145D,WM,0111145D-WM,0.95,False
2345,38,14,MCD,MKC,MCD-MKC,1.0234863996071386,True
2346,38,60,MCD,MKC,MCD-MKC,1.0378008201351736,True
2347,38,16,MCD,MKC,MCD-MKC,1.0306800491052004,True
2348,38,16,MCD,MKC,MCD-MKC,0.9813813122939157,False
2349,38,6,AEP,ED,AEP-ED,1.022303441117033,True
2350,38,40,AEP,ED,AEP-ED,0.9826934290924914,False
2351,38,3,T,AEE,T-AEE,1.0418558972962448,True
2352,38,13,T,AEE,T-AEE,1.0330108024825708,True
2353,38,11,T,AEE,T-AEE,1.0215241810470819,True
2354,38,2,T,AEE,T-AEE,1.002575815099734,False
2355,38,12,SO,LH,SO-LH,0.95,False
2356,38,20,MO,HNZ,MO-HNZ,0.95,False
2357,38,8,JNJ,PCG,JNJ-PCG,0.95,False
2358,38,27,CNP,POM,CNP-POM,1.0260674128602612,True
2359,38,8,CNP,POM,CNP-POM,1.0256199724233326,True
2360,38,37,EIX,PCG,EIX-PCG,0.95,False
2361,38,15,ED,WM,ED-WM,1.0208930667881233,True
2362,38,37,ED,WM,ED-WM,1.0206112347802536,True
2363,38,44,ED,WM,ED-WM,1.020374530154962,True
2364,38,12,JNJ,WMT,JNJ-WMT,1.0690343580781394,True
2365,38,8,JNJ,WMT,JNJ-WMT,1.0189827011994554,True
2366,38,7,JNJ,WMT,JNJ-WMT,1.016266995736899,True
2367,38,9,JNJ,WMT,JNJ-WMT,1.02315423906758,True
2368,38,2,JNJ,WMT,JNJ-WMT,1.0211824556552318,True
2369,38,6,WMT,BCR,WMT-BCR,1.0258793756730822,True
2370,38,3,WMT,BCR,WMT-BCR,1.0290494727487944,True
2371,38,4,WMT,BCR,WMT-BCR,1.0328481447873734,True
2372,38,3,WMT,BCR,WMT-BCR,0.95,False
2373,38,9,ED,0111145D,ED-0111145D,1.0235545261220524,True
2374,38,14,ED,0111145D,ED-0111145D,1.0309008343212933,True
2375,38,24,ED,0111145D,ED-0111145D,1.0333223799700901,True
2376,38,7,ED,0111145D,ED-0111145D,1.0519261254871732,True
2377,38,18,ED,0111145D,ED-0111145D,0.9877202739946712,False
2378,38,8,ED,CTL,ED-CTL,1.027399327939934,True
2379,38,16,ED,CTL,ED-CTL,0.95,False
2380,39,9,SO,WEC,SO-WEC,1.0140569883971378,True
2381,39,4,SO,WEC,SO-WEC,1.0246561542055201,True
2382,39,31,SO,WEC,SO-WEC,1.0195184457130957,True
2383,39,9,SO,WEC,SO-WEC,1.018035675707704,True
2384,39,9,TE,SCG,TE-SCG,1.0199600942511806,True
2385,39,4,TE,SCG,TE-SCG,1.0443742228957635,True
2386,39,31,TE,SCG,TE-SCG,0.95,False
2387,39,6,XEL,SCG,XEL-SCG,1.0212928601386617,True
2388,39,6,XEL,SCG,XEL-SCG,1.0102203692387541,True
2389,39,87,XEL,SCG,XEL-SCG,0.95,False
2390,39,39,ED,0961514D,ED-0961514D,1.025013830183949,True
2391,39,25,ED,0961514D,ED-0961514D,1.0199818091430994,True
2392,39,4,ED,0961514D,ED-0961514D,1.0151651175115093,True
2393,39,7,ED,TE,ED-TE,1.0171856964916386,True
2394,39,8,ED,TE,ED-TE,1.029019523898139,True
2395,39,4,ED,TE,ED-TE,1.0214451566179819,True
2396,39,30,ED,TE,ED-TE,1.0248637819138118,True
2397,39,6,EIX,IBM,EIX-IBM,0.95,False
2398,39,9,ED,SCG,ED-SCG,1.04964242557519,True
2399,39,4,ED,SCG,ED-SCG,1.0197145906617746,True
2400,39,61,ED,SCG,ED-SCG,0.95,False
2401,39,9,JNJ,WMT,JNJ-WMT,0.95,False
2402,39,29,JNJ,WMT,JNJ-WMT,1.0379126293136796,True
2403,39,14,JNJ,WMT,JNJ-WMT,0.95,False
2404,39,5,XEL,ED,XEL-ED,1.019553335937055,True
2405,39,6,XEL,ED,XEL-ED,1.0191838505651418,True
2406,39,17,XEL,ED,XEL-ED,1.0196926277424159,True
2407,39,6,XEL,ED,XEL-ED,1.0227476837015201,True
2408,39,14,XEL,ED,XEL-ED,1.012642250705103,True
2409,39,24,XEL,ED,XEL-ED,0.9894308012018138,False
2410,39,7,BMS,WM,BMS-WM,1.0355911503539044,True
2411,39,14,BMS,WM,BMS-WM,0.95,False
2412,39,4,BMS,WM,BMS-WM,1.0179806308952717,True
2413,39,6,MMM,WM,MMM-WM,1.0278816891676155,True
2414,39,21,MMM,WM,MMM-WM,1.022559295248123,True
2415,39,5,MMM,WM,MMM-WM,1.0252623631228248,True
2416,39,10,UTX,ADP,UTX-ADP,1.0358531013611811,True
2417,39,7,UTX,ADP,UTX-ADP,1.02221794435553,True
2418,39,13,UTX,ADP,UTX-ADP,1.0180602758613635,True
2419,39,21,UTX,ADP,UTX-ADP,1.0183464610334794,True
2420,39,29,UTX,ADP,UTX-ADP,1.0255433519600428,True
2421,39,39,WEC,ES,WEC-ES,0.95,False
2422,39,25,VNO,BXP,VNO-BXP,0.95,False
2423,39,3,XEL,PNW,XEL-PNW,1.0177030575011863,True
2424,39,64,XEL,PNW,XEL-PNW,0.95,False
2425,39,8,9876566D,SO,9876566D-SO,1.0344715702592,True
2426,39,59,9876566D,SO,9876566D-SO,1.0233333104820395,True
2427,39,12,XEL,POM,XEL-POM,1.02126644150574,True
2428,39,14,XEL,POM,XEL-POM,1.0160986390953317,True
2429,39,7,XEL,POM,XEL-POM,1.000137100154888,False
2430,40,9,ED,PNW,ED-PNW,0.95,False
2431,40,40,0961514D,PNW,0961514D-PNW,0.95,False
2432,40,25,XEL,SO,XEL-SO,0.95,False
2433,40,35,ED,0961514D,ED-0961514D,1.0506513846750465,True
2434,40,7,ED,0961514D,ED-0961514D,1.0194090904776103,True
2435,40,9,ED,WEC,ED-WEC,0.95,False
2436,40,3,PNW,WEC,PNW-WEC,1.0180129206096376,True
2437,40,12,PNW,WEC,PNW-WEC,1.0215227197095178,True
2438,40,4,PNW,WEC,PNW-WEC,1.0166668252771631,True
2439,40,4,PNW,WEC,PNW-WEC,1.0175322429455647,True
2440,40,6,PNW,WEC,PNW-WEC,1.0157830787853246,True
2441,40,4,PNW,WEC,PNW-WEC,1.0230388164739779,True
2442,40,3,PNW,WEC,PNW-WEC,1.012598115419053,True
2443,40,33,HNZ,MDLZ,HNZ-MDLZ,1.025032146163688,True
2444,40,72,HNZ,MDLZ,HNZ-MDLZ,0.95,False
2445,40,23,ED,SO,ED-SO,1.0155008981665303,True
2446,40,2,ED,SO,ED-SO,1.0150618060558603,True
2447,40,101,ED,SO,ED-SO,0.9988270322901377,False
2448,40,6,LLY,PEP,LLY-PEP,0.95,False
2449,40,8,0961514D,WEC,0961514D-WEC,1.0155923407074243,True
2450,40,14,0961514D,WEC,0961514D-WEC,0.95,False
2451,40,57,MCD,SO,MCD-SO,1.0356226335217356,True
2452,40,6,MCD,SO,MCD-SO,1.0275880939290991,True
2453,40,42,MCD,SO,MCD-SO,0.95,False
2454,40,6,SO,WEC,SO-WEC,1.010127622675214,True
2455,40,4,SO,WEC,SO-WEC,1.0190364709970074,True
2456,40,106,SO,WEC,SO-WEC,0.9876083352426949,False
2457,40,14,PEG,RSG,PEG-RSG,0.95,False
2458,40,15,KMB,CLX,KMB-CLX,1.0635008611768233,True
2459,40,3,KMB,CLX,KMB-CLX,1.0427412588075813,True
2460,40,9,KMB,CLX,KMB-CLX,1.0560514841099995,True
2461,40,8,KMB,CLX,KMB-CLX,0.95,False
2462,40,4,HNZ,SO,HNZ-SO,1.0249688145698126,True
2463,40,23,HNZ,SO,HNZ-SO,0.95,False
2464,40,16,MMM,WM,MMM-WM,1.0148856022670265,True
2465,40,19,MMM,WM,MMM-WM,1.066422714163517,True
2466,40,5,MMM,WM,MMM-WM,1.026642799086684,True
2467,40,5,MMM,WM,MMM-WM,0.95,False
2468,40,12,MMM,WM,MMM-WM,1.0250122457495803,True
2469,40,11,MMM,WM,MMM-WM,1.0415330338844655,True
2470,40,16,CL,CAG,CL-CAG,1.0277108652880946,True
2471,40,26,CL,CAG,CL-CAG,0.95,False
2472,40,27,CL,CAG,CL-CAG,1.0300290817130615,True
2473,40,13,AEE,POM,AEE-POM,1.0247532157641204,True
2474,40,42,AEE,POM,AEE-POM,0.95,False
2475,41,66,CMS,PNW,CMS-PNW,1.0169482198787467,True
2476,41,17,PNW,WEC,PNW-WEC,1.020224706051331,True
2477,41,4,PNW,WEC,PNW-WEC,1.0133618171368375,True
2478,41,62,PNW,WEC,PNW-WEC,0.95,False
2479,41,11,TEG,POM,TEG-POM,1.016112511848862,True
2480,41,45,TEG,POM,TEG-POM,0.95,False
2481,41,38,NEE,POM,NEE-POM,0.95,False
2482,41,33,ABT,MDLZ,ABT-MDLZ,1.0182965510107926,True
2483,41,71,ABT,MDLZ,ABT-MDLZ,0.95,False
2484,41,12,9876566D,CB,9876566D-CB,1.0197781962575814,True
2485,41,29,9876566D,CB,9876566D-CB,1.0197668282690655,True
2486,41,9,9876566D,CB,9876566D-CB,1.016500660503068,True
2487,41,22,9876566D,CB,9876566D-CB,1.0084376722918957,False
2488,41,8,CMS,WEC,CMS-WEC,1.019036094493661,True
2489,41,3,CMS,WEC,CMS-WEC,1.0106283274871368,True
2490,41,25,CMS,WEC,CMS-WEC,1.0135265192084923,True
2491,41,64,CMS,WEC,CMS-WEC,0.95,False
2492,41,38,KMB,WEC,KMB-WEC,1.02260101815109,True
2493,41,11,KMB,WEC,KMB-WEC,1.0213212982982738,True
2494,41,5,KMB,WEC,KMB-WEC,1.011828757418517,False
2495,41,8,WMT,SCG,WMT-SCG,1.0239347523873479,True
2496,41,39,WMT,SCG,WMT-SCG,1.0130365513537005,True
2497,41,20,WMT,SCG,WMT-SCG,1.038407286500742,True
2498,41,10,WMT,SCG,WMT-SCG,1.013196288839022,True
2499,41,16,WMT,SCG,WMT-SCG,0.9953790332895992,False
2500,41,38,NEE,ES,NEE-ES,1.0220622411862559,True
2501,41,21,NEE,ES,NEE-ES,0.95,False
2502,41,5,MKC,TEG,MKC-TEG,1.0277925004126827,True
2503,41,6,MKC,TEG,MKC-TEG,1.0179147532639348,True
2504,41,18,MKC,TEG,MKC-TEG,1.018465024435286,True
2505,41,6,MKC,TEG,MKC-TEG,1.0202613791018516,True
2506,41,36,MKC,TEG,MKC-TEG,0.95,False
2507,41,11,MKC,TEG,MKC-TEG,0.9559593641902738,False
2508,41,12,XEL,AEP,XEL-AEP,1.0259705608885874,True
2509,41,90,XEL,AEP,XEL-AEP,0.9705429249186884,False
2510,41,8,SRE,VTR,SRE-VTR,1.0185343592054423,True
2511,41,20,SRE,VTR,SRE-VTR,1.0299364473266968,True
2512,41,9,SRE,VTR,SRE-VTR,0.95,False
2513,41,76,XEL,CMS,XEL-CMS,0.95,False
2514,41,26,NEE,TEG,NEE-TEG,1.025965931295559,True
2515,41,29,NEE,TEG,NEE-TEG,0.95,False
2516,41,48,CMS,POM,CMS-POM,0.95,False
2517,42,48,CMS,WEC,CMS-WEC,1.0436442923024598,True
2518,42,11,CMS,WEC,CMS-WEC,1.0212613743509915,True
2519,42,30,CMS,WEC,CMS-WEC,0.9633282556064167,False
2520,42,47,ED,SO,ED-SO,1.007478229457465,False
2521,42,124,VTR,HCN,VTR-HCN,1.0260496516808915,False
2522,42,9,SO,AEE,SO-AEE,1.0175090661791026,True
2523,42,27,SO,AEE,SO-AEE,1.051159748217365,True
2524,42,8,NEE,MKC,NEE-MKC,1.0189475380301416,True
2525,42,4,NEE,MKC,NEE-MKC,1.0182043369695717,True
2526,42,25,NEE,MKC,NEE-MKC,1.0282990048667144,True
2527,42,8,NEE,MKC,NEE-MKC,0.95,False
2528,42,88,XEL,CMS,XEL-CMS,0.95,False
2529,42,25,ED,AEE,ED-AEE,1.0163929648118415,True
2530,42,6,ED,AEE,ED-AEE,1.022414401990532,True
2531,42,7,ED,AEE,ED-AEE,0.9984705281004456,False
2532,42,5,XEL,LLY,XEL-LLY,0.95,False
2533,42,103,XEL,PNW,XEL-PNW,0.9725169706491321,False
2534,42,83,CAH,ABC,CAH-ABC,0.95,False
2535,42,13,MMM,VIAB,MMM-VIAB,1.0397542777436262,True
2536,42,19,MMM,VIAB,MMM-VIAB,0.95,False
2537,42,22,MMM,VIAB,MMM-VIAB,0.9921857679518864,False
2538,42,52,JNJ,TE,JNJ-TE,0.95,False
2539,43,3,XEL,D,XEL-D,1.0131404093725533,True
2540,43,93,XEL,D,XEL-D,1.0163892050416827,True
2541,43,8,XEL,D,XEL-D,0.9734326059845865,False
2542,43,25,BDX,SYK,BDX-SYK,1.0260463591276705,True
2543,43,14,BDX,SYK,BDX-SYK,1.0179594988623177,True
2544,43,65,BDX,SYK,BDX-SYK,0.95,False
2545,43,80,XEL,SO,XEL-SO,0.95,False
2546,43,86,ED,AEE,ED-AEE,0.95,False
2547,43,82,D,PEG,D-PEG,1.0288972255056703,True
2548,43,39,D,PEG,D-PEG,0.9821027016944797,False
2549,43,16,NI,SCG,NI-SCG,0.95,False
2550,43,5,PEG,AEE,PEG-AEE,1.0185493989768912,True
2551,43,16,PEG,AEE,PEG-AEE,1.0220706503882424,True
2552,43,10,MWV,BRK_B,MWV-BRK_B,1.026065674621433,True
2553,43,13,MWV,BRK_B,MWV-BRK_B,1.104387803681235,True
2554,43,19,MWV,BRK_B,MWV-BRK_B,0.95,False
2555,43,5,MWV,BRK_B,MWV-BRK_B,1.0228807472523906,True
2556,43,42,MWV,BRK_B,MWV-BRK_B,0.95,False
2557,43,123,PNW,SCG,PNW-SCG,0.9924803902993012,False
2558,43,80,CMS,ES,CMS-ES,0.95,False
2559,43,63,HSY,KMB,HSY-KMB,1.0348468769911663,True
2560,43,4,HSY,KMB,HSY-KMB,1.030836907101903,True
2561,43,7,HSY,KMB,HSY-KMB,0.95,False
2562,43,80,ED,SO,ED-SO,1.0241873989462413,True
2563,43,33,ED,SO,ED-SO,1.0099499678661032,True
2564,43,72,ED,PEG,ED-PEG,0.95,False
2565,43,67,D,SO,D-SO,0.95,False
2566,44,13,POM,ES,POM-ES,0.95,False
2567,44,3,XEL,PEG,XEL-PEG,1.0168522081567757,True
2568,44,28,XEL,PEG,XEL-PEG,0.95,False
2569,44,118,MO,RAI,MO-RAI,1.045132469648829,True
2570,44,32,PEG,SCG,PEG-SCG,1.0153454437916478,True
2571,44,21,PEG,SCG,PEG-SCG,0.95,False
2572,44,44,XEL,TEG,XEL-TEG,1.0180197107987194,True
2573,44,7,XEL,TEG,XEL-TEG,1.0217532401097855,True
2574,44,122,XEL,WEC,XEL-WEC,0.9758225959872419,False
2575,44,60,XEL,AEE,XEL-AEE,0.95,False
2576,44,15,PEG,AEE,PEG-AEE,1.03177585180425,True
2577,44,8,PEG,AEE,PEG-AEE,1.0150013469806172,True
2578,44,8,PEG,AEE,PEG-AEE,1.01719965062492,True
2579,44,43,PEG,AEE,PEG-AEE,0.95,False
2580,44,12,D,SCG,D-SCG,1.0215121055329162,True
2581,44,20,D,SCG,D-SCG,0.95,False
2582,44,12,KO,TEG,KO-TEG,0.95,False
2583,44,29,KO,TEG,KO-TEG,1.0287623347093917,True
2584,44,24,KO,TEG,KO-TEG,0.9774409003916882,False
2585,44,4,SO,TE,SO-TE,1.0184725557327945,True
2586,44,10,SO,TE,SO-TE,1.026465834366098,True
2587,44,70,SO,TE,SO-TE,0.9597175723949212,False
2588,44,4,XEL,KO,XEL-KO,1.0261252028241452,True
2589,44,2,XEL,KO,XEL-KO,1.0171771756737786,True
2590,44,13,XEL,KO,XEL-KO,1.01694431745003,True
2591,44,26,XEL,KO,XEL-KO,1.0269132585758405,True
2592,44,13,XEL,KO,XEL-KO,1.0201362868906767,True
2593,44,4,XEL,KO,XEL-KO,0.9837818242536939,False
2594,44,11,KO,MO,KO-MO,1.0293989852111418,True
2595,44,3,KO,MO,KO-MO,1.0192905128371954,True
2596,44,23,KO,MO,KO-MO,0.95,False
2597,44,8,PEG,WEC,PEG-WEC,1.0193062832887267,True
2598,44,19,PEG,WEC,PEG-WEC,1.017392337234829,True
2599,44,3,PEG,WEC,PEG-WEC,1.0183427735808688,True
2600,44,8,PEG,WEC,PEG-WEC,1.0096571077813346,False
2601,44,24,MO,TEG,MO-TEG,1.0383193900988363,True
2602,44,34,MO,TEG,MO-TEG,1.0237256626716071,True
2603,44,10,MO,TEG,MO-TEG,0.95,False
2604,45,104,CMS,WEC,CMS-WEC,1.0175671016195742,True
2605,45,2,CMS,WEC,CMS-WEC,1.016354259112823,True
2606,45,73,XEL,ES,XEL-ES,1.0342143033634068,True
2607,45,37,XEL,ES,XEL-ES,1.0091184196037777,True
2608,45,20,T,ED,T-ED,1.0477630449277582,True
2609,45,21,T,ED,T-ED,1.0194807816486562,True
2610,45,25,T,ED,T-ED,1.0535768829272358,True
2611,45,12,T,ED,T-ED,0.95,False
2612,45,17,EIX,ED,EIX-ED,0.95,False
2613,45,80,PNW,ES,PNW-ES,0.95,False
2614,45,5,T,TE,T-TE,1.0189367782324454,True
2615,45,4,T,TE,T-TE,1.0171522301063485,True
2616,45,33,T,TE,T-TE,1.027388604647506,True
2617,45,3,T,TE,T-TE,1.0272289147151528,True
2618,45,8,T,TE,T-TE,1.0292246865064028,True
2619,45,7,T,TE,T-TE,1.0251795461599829,True
2620,45,11,T,TE,T-TE,0.9612717439481407,False
2621,45,20,ED,TE,ED-TE,1.0528095389439736,True
2622,45,76,ED,TE,ED-TE,0.9714078457209837,False
2623,45,123,MTB,HCBK,MTB-HCBK,0.9693306342579964,False
2624,45,12,ITW,SNA,ITW-SNA,1.0531147751362178,True
2625,45,99,ITW,SNA,ITW-SNA,1.007917703544378,False
2626,45,52,XEL,SCG,XEL-SCG,1.0244256939494716,True
2627,45,23,PNW,TEG,PNW-TEG,0.95,False
2628,45,13,SNA,LLL,SNA-LLL,0.95,False
2629,45,7,PCG,SCG,PCG-SCG,1.0180572788000135,True
2630,45,5,PCG,SCG,PCG-SCG,1.043790705519281,True
2631,45,24,PCG,SCG,PCG-SCG,1.0222877848051841,True
2632,45,17,PCG,SCG,PCG-SCG,1.0083794328070612,False
2633,45,10,PEG,ES,PEG-ES,1.0412320008472313,True
2634,45,38,PEG,ES,PEG-ES,0.95,False
2635,45,53,ZION,RF,ZION-RF,0.95,False
2636,46,64,PG,WMT,PG-WMT,0.95,False
2637,46,21,PG,WMT,PG-WMT,0.9989348403792596,False
2638,46,4,XEL,CMS,XEL-CMS,1.0139154380230446,True
2639,46,13,XEL,CMS,XEL-CMS,1.0110494551861533,True
2640,46,14,XEL,CMS,XEL-CMS,1.0225081180182776,True
2641,46,51,XEL,CMS,XEL-CMS,1.0048672704753656,False
2642,46,48,CMS,ES,CMS-ES,1.011260480932576,True
2643,46,16,CMS,ES,CMS-ES,1.0144931115204623,True
2644,46,36,CMS,ES,CMS-ES,1.0113264817115861,True
2645,46,55,SPG,MAC,SPG-MAC,1.0238538559094077,True
2646,46,16,SPG,MAC,SPG-MAC,1.1187731971411214,True
2647,46,14,SPG,MAC,SPG-MAC,0.95,False
2648,46,52,XEL,ES,XEL-ES,1.0090128996746413,True
2649,46,3,XEL,ES,XEL-ES,1.0093548950293663,True
2650,46,8,XEL,ES,XEL-ES,1.0090499384930478,True
2651,46,8,XEL,ES,XEL-ES,1.0078753986956719,True
2652,46,17,XEL,ES,XEL-ES,0.9999470544178718,False
2653,46,127,MTB,HCBK,MTB-HCBK,1.0082954578119605,False
2654,46,6,CL,CB,CL-CB,1.0226984213179042,True
2655,46,73,CL,CB,CL-CB,0.95,False
2656,46,43,KO,MCD,KO-MCD,0.95,False
2657,46,3,PEP,TE,PEP-TE,1.022216137431576,True
2658,46,3,PEP,TE,PEP-TE,1.01842893553049,True
2659,46,51,PEP,TE,PEP-TE,1.038810295090718,True
2660,46,4,PEP,TE,PEP-TE,1.0222721717201302,True
2661,46,6,PEP,TE,PEP-TE,1.032818712711385,True
2662,46,9,PEP,TE,PEP-TE,0.95,False
2663,46,3,GIS,BRK_B,GIS-BRK_B,1.0170999477933351,True
2664,46,32,GIS,BRK_B,GIS-BRK_B,0.95,False
2665,46,5,MRO,CVX,MRO-CVX,1.0165500323931194,True
2666,46,8,MRO,CVX,MRO-CVX,1.0213830489494624,True
2667,46,111,MRO,CVX,MRO-CVX,1.1297129691839403,False
2668,46,37,KIM,KRFT,KIM-KRFT,1.041332180487807,True
2669,46,7,KIM,KRFT,KIM-KRFT,0.95,False
2670,46,3,PEP,XL,PEP-XL,1.0291376850210574,True
2671,46,49,PEP,XL,PEP-XL,0.95,False
2672,46,10,PEP,XL,PEP-XL,1.0114089268140811,False
2673,46,11,KRFT,MAC,KRFT-MAC,0.95,False
2674,46,5,KRFT,MAC,KRFT-MAC,1.0238728835854045,True
2675,46,6,KRFT,MAC,KRFT-MAC,1.0194888561223099,True
2676,46,22,KRFT,MAC,KRFT-MAC,0.95,False
2677,46,9,CVX,XL,CVX-XL,1.0304445973376655,True
2678,46,18,CVX,XL,CVX-XL,0.95,False
2679,46,5,9876566D,WM,9876566D-WM,0.95,False
2680,46,12,9876566D,WM,9876566D-WM,0.9767958302286798,False
2681,47,38,AEP,CMS,AEP-CMS,0.95,False
2682,47,123,XEL,CMS,XEL-CMS,0.9882915822687895,False
2683,47,6,K,GIS,K-GIS,1.0176971963941814,True
2684,47,47,K,GIS,K-GIS,0.95,False
2685,47,2,EQR,AVB,EQR-AVB,1.0092416808873037,True
2686,47,94,EQR,AVB,EQR-AVB,1.0075759057458853,True
2687,47,3,EQR,AVB,EQR-AVB,1.0114809939558684,True
2688,47,26,CVS,ALL,CVS-ALL,0.95,False
2689,47,105,ITW,CB,ITW-CB,0.956149376802855,False
2690,47,112,VNO,BXP,VNO-BXP,0.9834199821506747,False
2691,47,19,KIM,BXP,KIM-BXP,1.0282783322184852,True
2692,47,56,KIM,BXP,KIM-BXP,0.95,False
2693,47,78,MMM,ITW,MMM-ITW,1.0406837227443835,True
2694,47,30,MMM,ITW,MMM-ITW,1.0020465533908673,False
2695,47,8,HIG,BLK,HIG-BLK,1.022476364950913,True
2696,47,19,HIG,BLK,HIG-BLK,1.0348424643151775,True
2697,47,2,HIG,BLK,HIG-BLK,1.0295887040644003,True
2698,47,15,HIG,BLK,HIG-BLK,0.983594463797407,False
2699,47,47,NEE,PPL,NEE-PPL,0.95,False
2700,47,23,NEE,PPL,NEE-PPL,0.9684964469877655,False
2701,47,123,SO,ES,SO-ES,1.0029688208466359,False
