,Semester,Days,S1,S2,Pair,Return,Converged
1830,27,2,JCI,1436513D,JCI-1436513D,1.0000061508866092,True
1831,27,3,JCI,1436513D,JCI-1436513D,1.0000047873515816,True
1832,27,7,JCI,1436513D,JCI-1436513D,1.0000066370715355,True
1833,27,3,JCI,1436513D,JCI-1436513D,1.0000044164626192,True
1834,27,8,JCI,1436513D,JCI-1436513D,1.0000062550782713,True
1835,27,3,JCI,1436513D,JCI-1436513D,1.000007827213144,True
1836,27,9,JCI,1436513D,JCI-1436513D,1.0000043317632128,True
1837,27,3,JCI,1436513D,JCI-1436513D,1.000007861254521,True
1838,27,3,JCI,1436513D,JCI-1436513D,1.0000086474882572,True
1839,27,2,JCI,1436513D,JCI-1436513D,1.0000055719974414,True
1840,27,3,JCI,1436513D,JCI-1436513D,1.0000025640427512,True
1841,27,4,JCI,1436513D,JCI-1436513D,1.0000043677090247,True
1842,27,10,JCI,1436513D,JCI-1436513D,1.0000061739356167,True
1843,27,5,JCI,1436513D,JCI-1436513D,1.000005186559705,True
1844,27,6,JCI,1436513D,JCI-1436513D,1.0000059512670005,True
1845,27,3,JCI,1436513D,JCI-1436513D,1.000004569691529,True
1846,27,6,JCI,1436513D,JCI-1436513D,1.0000027832432752,True
1847,27,1,JCI,1436513D,JCI-1436513D,1.0000027832432752,False
1848,27,7,CEG,SO,CEG-SO,0.95,False
1849,27,92,SO,AEE,SO-AEE,0.9678598011045231,False
1850,27,2,CEG,AEE,CEG-AEE,0.95,False
1851,27,16,XEL,CIN,XEL-CIN,1.0132696917591688,True
1852,27,27,XEL,CIN,XEL-CIN,1.020850490724716,True
1853,27,7,XEL,CIN,XEL-CIN,0.95,False
1854,27,3,XEL,CIN,XEL-CIN,1.0186024492534764,True
1855,27,4,XEL,CIN,XEL-CIN,1.0053759540513592,False
1856,27,18,XEL,CEG,XEL-CEG,0.95,False
1857,27,11,EMR,VMC,EMR-VMC,0.95,False
1858,27,2,CBE,UPS,CBE-UPS,0.95,False
1859,27,14,XEL,D,XEL-D,0.95,False
1860,27,25,D,WFC,D-WFC,0.95,False
1861,27,8,UTX,EMR,UTX-EMR,1.0493968694142055,True
1862,27,47,UTX,EMR,UTX-EMR,0.95,False
1863,27,17,CEG,CIN,CEG-CIN,0.95,False
1864,27,3,BAC,3692470Q,BAC-3692470Q,1.0244371923439968,True
1865,27,14,BAC,3692470Q,BAC-3692470Q,1.0253675639626496,True
1866,27,8,BAC,3692470Q,BAC-3692470Q,1.0363525983772848,True
1867,27,21,BAC,3692470Q,BAC-3692470Q,0.9532375842105094,False
1868,27,5,CVX,XOM,CVX-XOM,1.0159148263109297,True
1869,27,16,CVX,XOM,CVX-XOM,0.95,False
1870,27,3,WWY,CLX,WWY-CLX,1.0291307402133323,True
1871,27,22,WWY,CLX,WWY-CLX,0.95,False
1872,27,8,WWY,CLX,WWY-CLX,0.9895605744224892,False
1873,27,20,NEE,CIN,NEE-CIN,0.95,False
1874,27,6,KMB,PG,KMB-PG,0.95,False
1875,27,14,KMB,PG,KMB-PG,1.0041238164676665,False
1876,27,7,CIN,KSE,CIN-KSE,1.029680587465397,True
1877,27,4,CIN,KSE,CIN-KSE,1.0179331549775468,True
1878,27,5,CIN,KSE,CIN-KSE,1.0191562764181559,True
1879,27,6,CIN,KSE,CIN-KSE,1.047803524756311,True
1880,27,5,CIN,KSE,CIN-KSE,1.022749871688875,True
1881,27,13,CIN,KSE,CIN-KSE,0.970595179129165,False
1882,27,28,XEL,PGL,XEL-PGL,1.0252630646585064,True
1883,27,21,XEL,PGL,XEL-PGL,0.95,False
1884,28,2,JCI,1436513D,JCI-1436513D,1.000002853933037,True
1885,28,4,JCI,1436513D,JCI-1436513D,1.0000086959414223,True
1886,28,2,JCI,1436513D,JCI-1436513D,1.0000066565905992,True
1887,28,3,JCI,1436513D,JCI-1436513D,1.0000035254361566,True
1888,28,3,JCI,1436513D,JCI-1436513D,1.0000078735859557,True
1889,28,2,JCI,1436513D,JCI-1436513D,1.0000073391549054,True
1890,28,2,JCI,1436513D,JCI-1436513D,1.0000037124320267,True
1891,28,2,JCI,1436513D,JCI-1436513D,1.0000082131942962,True
1892,28,3,JCI,1436513D,JCI-1436513D,1.0000087060933913,True
1893,28,2,JCI,1436513D,JCI-1436513D,1.0000063783258584,True
1894,28,3,JCI,1436513D,JCI-1436513D,1.000006736639818,True
1895,28,2,JCI,1436513D,JCI-1436513D,1.0000085384487145,True
1896,28,3,JCI,1436513D,JCI-1436513D,1.0000044808421342,True
1897,28,2,JCI,1436513D,JCI-1436513D,1.0000056074700912,True
1898,28,2,JCI,1436513D,JCI-1436513D,1.0000057705947314,True
1899,28,28,JCI,1436513D,JCI-1436513D,1.0000014771130001,False
1900,28,12,TMK,MSFT,TMK-MSFT,0.95,False
1901,28,12,TMK,MSFT,TMK-MSFT,0.95,False
1902,28,34,K,WFC,K-WFC,0.95,False
1903,28,33,K,WFC,K-WFC,0.9657207055832259,False
1904,28,16,T,NCC,T-NCC,1.0317437386114034,True
1905,28,2,T,NCC,T-NCC,1.0184928788200696,True
1906,28,9,T,NCC,T-NCC,1.0212253583297086,True
1907,28,8,T,NCC,T-NCC,1.0248308054667599,True
1908,28,8,T,NCC,T-NCC,0.95,False
1909,28,9,BAC,KSE,BAC-KSE,1.0344939242656068,True
1910,28,10,BAC,KSE,BAC-KSE,0.95,False
1911,28,12,BAC,KSE,BAC-KSE,0.95,False
1912,28,16,PNW,MI,PNW-MI,1.022503111669043,True
1913,28,18,PNW,MI,PNW-MI,1.029044500266172,True
1914,28,4,PNW,MI,PNW-MI,1.0399108384810682,True
1915,28,3,PNW,MI,PNW-MI,1.0334096612273471,True
1916,28,5,PNW,MI,PNW-MI,1.030645437459168,True
1917,28,45,PNW,MI,PNW-MI,1.0021878039060164,False
1918,28,3,XEL,CIN,XEL-CIN,1.0150861998334972,True
1919,28,12,XEL,CIN,XEL-CIN,1.0178165870602711,True
1920,28,6,XEL,CIN,XEL-CIN,1.0148028322016067,True
1921,28,34,XEL,CIN,XEL-CIN,1.0246901180267833,True
1922,28,6,XEL,CIN,XEL-CIN,1.0228989367501335,True
1923,28,30,K,WWY,K-WWY,1.0495513102703853,True
1924,28,18,K,WWY,K-WWY,1.031733161690786,True
1925,28,2,K,WWY,K-WWY,1.0189657141366688,True
1926,28,10,K,WWY,K-WWY,1.0229704809243887,True
1927,28,48,WFC,PNW,WFC-PNW,0.95,False
1928,28,4,WFC,PNW,WFC-PNW,1.0209076531086456,True
1929,28,38,WFC,PNW,WFC-PNW,0.9857567926782969,False
1930,28,9,GD,SHW,GD-SHW,1.0254507577253105,True
1931,28,25,GD,SHW,GD-SHW,0.95,False
1932,28,4,XL,FII,XL-FII,0.95,False
1933,28,27,SEE,WM,SEE-WM,1.0744702358178024,True
1934,28,15,SEE,WM,SEE-WM,0.95,False
1935,28,30,SEE,WM,SEE-WM,1.0262652555741012,True
1936,28,2,SEE,WM,SEE-WM,1.0023043845832968,False
1937,28,9,MEL,TMK,MEL-TMK,0.95,False
1938,28,8,DOV,PTV,DOV-PTV,0.95,False
1939,28,19,AXP,PGL,AXP-PGL,1.0534683461218968,True
1940,28,36,AXP,PGL,AXP-PGL,0.95,False
1941,29,7,WFC,BLS,WFC-BLS,0.95,False
1942,29,24,EQR,0574018D,EQR-0574018D,1.0388115020364226,True
1943,29,18,EQR,0574018D,EQR-0574018D,1.0188913901151657,True
1944,29,45,EQR,0574018D,EQR-0574018D,0.95,False
1945,29,12,T,USB,T-USB,0.95,False
1946,29,15,T,USB,T-USB,0.95,False
1947,29,27,K,WWY,K-WWY,0.95,False
1948,29,11,SNV,MI,SNV-MI,1.0262043159268006,True
1949,29,52,SNV,MI,SNV-MI,0.95,False
1950,29,18,BAC,C,BAC-C,1.017255618470648,True
1951,29,48,BAC,C,BAC-C,0.9938447553202724,False
1952,29,11,BBT,8206908Q,BBT-8206908Q,0.95,False
1953,29,10,SNV,PNW,SNV-PNW,1.0316213395946312,True
1954,29,43,SNV,PNW,SNV-PNW,1.0196233301172914,True
1955,29,24,SNV,PNW,SNV-PNW,1.0268631679664786,True
1956,29,78,EXC,PEG,EXC-PEG,1.047930295067086,True
1957,29,4,EXC,PEG,EXC-PEG,1.017160697873388,True
1958,29,28,EXC,PEG,EXC-PEG,1.0257343840984063,True
1959,29,24,CPB,SNV,CPB-SNV,1.0203820264904846,True
1960,29,14,CPB,SNV,CPB-SNV,0.95,False
1961,29,16,CPB,MI,CPB-MI,1.0176137478895864,True
1962,29,57,CPB,MI,CPB-MI,0.95,False
1963,29,4,SWK,8206908Q,SWK-8206908Q,1.0356115833785056,True
1964,29,4,SWK,8206908Q,SWK-8206908Q,1.0733585820549594,True
1965,29,4,SWK,8206908Q,SWK-8206908Q,1.0438301053831331,True
1966,29,16,SWK,8206908Q,SWK-8206908Q,0.95,False
1967,29,4,KEY,MTB,KEY-MTB,1.0274406457457892,True
1968,29,83,KEY,MTB,KEY-MTB,1.0248527478227742,True
1969,29,41,KMB,PBI,KMB-PBI,1.0229665843501088,True
1970,29,2,KMB,PBI,KMB-PBI,1.017845278525211,True
1971,29,34,KMB,PBI,KMB-PBI,1.0304696414117287,True
1972,29,6,KMB,PBI,KMB-PBI,1.0333399729938373,True
1973,29,5,KMB,PBI,KMB-PBI,0.9943432412782098,False
1974,29,31,BAC,WFC,BAC-WFC,1.0255771827562834,True
1975,29,8,BAC,WFC,BAC-WFC,1.0187072966379243,True
1976,29,12,BAC,WFC,BAC-WFC,1.0210906531522013,True
1977,29,2,BLS,MTB,BLS-MTB,1.0253751229987247,True
1978,29,7,BLS,MTB,BLS-MTB,0.95,False
1979,29,5,AEP,ED,AEP-ED,1.0180482022973545,True
1980,29,37,AEP,ED,AEP-ED,1.0078059603500247,False
1981,29,7,XEL,SO,XEL-SO,1.023897701880464,True
1982,29,7,XEL,SO,XEL-SO,1.0246954822536993,True
1983,29,27,XEL,SO,XEL-SO,0.95,False
1984,30,5,USB,MTB,USB-MTB,1.0093220919971837,True
1985,30,31,USB,MTB,USB-MTB,1.0124041781917887,True
1986,30,67,USB,MTB,USB-MTB,0.95,False
1987,30,32,ED,SO,ED-SO,1.0270840922898183,True
1988,30,8,ED,SO,ED-SO,1.0064183046299304,False
1989,30,17,ETR,AEE,ETR-AEE,0.95,False
1990,30,28,WFC,MTB,WFC-MTB,1.0163118137116454,True
1991,30,20,WFC,MTB,WFC-MTB,0.95,False
1992,30,5,WFC,TMK,WFC-TMK,1.0163995511146673,True
1993,30,30,WFC,TMK,WFC-TMK,1.0288141691359884,True
1994,30,23,WFC,TMK,WFC-TMK,1.021867766081361,True
1995,30,26,WFC,TMK,WFC-TMK,1.0132564476773587,True
1996,30,8,AEP,SO,AEP-SO,1.015451317339614,True
1997,30,57,AEP,SO,AEP-SO,0.9793271132608415,False
1998,30,22,AEP,ED,AEP-ED,1.0352845151406749,True
1999,30,51,AEP,ED,AEP-ED,0.95,False
2000,30,20,AEE,PNW,AEE-PNW,0.95,False
2001,30,68,WFC,USB,WFC-USB,1.0302939363639614,True
2002,30,7,WFC,USB,WFC-USB,1.0245676469613616,True
2003,30,9,WFC,USB,WFC-USB,1.0210087808175499,True
2004,30,12,WFC,USB,WFC-USB,0.9777201481917377,False
2005,30,14,PBG,MTB,PBG-MTB,1.0566965761092162,True
2006,30,2,PBG,MTB,PBG-MTB,1.0198474457897457,True
2007,30,4,PBG,MTB,PBG-MTB,1.0178546836026898,True
2008,30,24,PBG,MTB,PBG-MTB,0.95,False
2009,30,21,PBG,MTB,PBG-MTB,1.037023321351649,True
2010,30,34,PBG,MTB,PBG-MTB,0.9538449606264425,False
2011,30,5,BAC,C,BAC-C,0.95,False
2012,30,7,TMK,MTB,TMK-MTB,1.0291597670652963,True
2013,30,4,TMK,MTB,TMK-MTB,1.0332576702025567,True
2014,30,6,TMK,MTB,TMK-MTB,1.0158099070981566,True
2015,30,2,TMK,MTB,TMK-MTB,1.0176387183509312,True
2016,30,37,TMK,MTB,TMK-MTB,1.0308316305370622,True
2017,30,39,TMK,MTB,TMK-MTB,1.0006836259082563,False
2018,30,20,JNJ,AEE,JNJ-AEE,1.0251819913354043,True
2019,30,41,JNJ,AEE,JNJ-AEE,1.0216850423543555,True
2020,30,15,RTN,LMT,RTN-LMT,0.95,False
2021,30,77,K,KO,K-KO,1.066130543966715,True
2022,30,15,K,KO,K-KO,1.0250411240012065,True
2023,30,13,BAC,WFC,BAC-WFC,1.0200548447360482,True
2024,30,9,BAC,WFC,BAC-WFC,1.0273766253741936,True
2025,30,14,BAC,WFC,BAC-WFC,1.019087635905176,True
2026,30,15,BAC,WFC,BAC-WFC,1.013582322875002,True
2027,30,32,BAC,WFC,BAC-WFC,1.013992032846964,True
2028,30,14,BAC,WFC,BAC-WFC,0.9887913281118823,False
2029,30,5,EXC,PEG,EXC-PEG,1.0515681190139377,True
2030,30,12,EXC,PEG,EXC-PEG,0.95,False
2031,30,27,KMB,3393199Q,KMB-3393199Q,0.95,False
2032,30,4,KMB,3393199Q,KMB-3393199Q,1.0384333149311582,True
2033,30,9,KMB,3393199Q,KMB-3393199Q,1.022962015559902,True
2034,30,6,SNV,AEE,SNV-AEE,1.0486234262050362,True
2035,30,21,SNV,AEE,SNV-AEE,1.0409031771250556,True
2036,30,27,SNV,AEE,SNV-AEE,1.0268166214403984,True
2037,30,11,SNV,AEE,SNV-AEE,1.0177046439022348,True
2038,30,9,SNV,AEE,SNV-AEE,0.9873836648416323,False
2039,31,4,ED,SO,ED-SO,1.0155935010638681,True
2040,31,79,ED,SO,ED-SO,1.019614062405134,True
2041,31,3,MI,MTB,MI-MTB,1.0167216545364686,True
2042,31,22,MI,MTB,MI-MTB,0.95,False
2043,31,58,GIS,USB,GIS-USB,1.0381607630198284,True
2044,31,51,GIS,USB,GIS-USB,0.9792797874745578,False
2045,31,76,KMB,MET,KMB-MET,0.95,False
2046,31,3,KMB,GIS,KMB-GIS,1.0165191139373646,True
2047,31,4,KMB,GIS,KMB-GIS,1.0247865910165705,True
2048,31,4,KMB,GIS,KMB-GIS,1.0447815939786755,True
2049,31,9,KMB,GIS,KMB-GIS,1.0046450858520963,False
2050,31,3,EIX,TE,EIX-TE,1.019957017856918,True
2051,31,19,EIX,TE,EIX-TE,0.95,False
2052,31,21,1255173D,FITB,1255173D-FITB,0.95,False
2053,31,25,XL,CB,XL-CB,1.0374120441338894,True
2054,31,7,XL,CB,XL-CB,1.0320527930275236,True
2055,31,46,XL,CB,XL-CB,0.9623112165804938,False
2056,31,16,K,TMK,K-TMK,1.0189527169858743,True
2057,31,13,K,TMK,K-TMK,1.0286051647884344,True
2058,31,8,K,TMK,K-TMK,1.0258260369400638,True
2059,31,29,C,ABKFQ,C-ABKFQ,1.0289391904529501,True
2060,31,10,C,ABKFQ,C-ABKFQ,1.0269402184606111,True
2061,31,4,C,ABKFQ,C-ABKFQ,1.0318415113455717,True
2062,31,4,C,ABKFQ,C-ABKFQ,1.0321844571997896,True
2063,31,24,C,ABKFQ,C-ABKFQ,1.031297771696834,True
2064,31,57,TMK,MTB,TMK-MTB,0.95,False
2065,31,67,PBI,AEE,PBI-AEE,0.95,False
2066,31,2,PBI,AEE,PBI-AEE,1.0313051267924864,True
2067,31,12,PBI,AEE,PBI-AEE,0.95,False
2068,32,9,LNC,MET,LNC-MET,0.95,False
2069,32,5,K,TMK,K-TMK,1.0238634763448025,True
2070,32,8,K,TMK,K-TMK,0.95,False
2071,32,9,PG,MKC,PG-MKC,0.95,False
2072,32,14,BBT,AEE,BBT-AEE,1.0335633380430365,True
2073,32,6,BBT,AEE,BBT-AEE,1.024090805609087,True
2074,32,3,BBT,AEE,BBT-AEE,1.0229917434386726,True
2075,32,33,BBT,AEE,BBT-AEE,0.95,False
2076,32,5,JNJ,BAC,JNJ-BAC,1.028602397961376,True
2077,32,4,JNJ,BAC,JNJ-BAC,1.0333124448730016,True
2078,32,3,JNJ,BAC,JNJ-BAC,1.0291347621885663,True
2079,32,8,JNJ,BAC,JNJ-BAC,1.0351235529137537,True
2080,32,5,JNJ,BAC,JNJ-BAC,1.0157170737805792,True
2081,32,11,JNJ,BAC,JNJ-BAC,0.95,False
2082,32,5,1255173D,KEY,1255173D-KEY,0.95,False
2083,32,11,1255173D,KEY,1255173D-KEY,1.0203173086989004,True
2084,32,3,1255173D,KEY,1255173D-KEY,0.95,False
2085,32,5,1255173D,KEY,1255173D-KEY,1.0250457206245835,True
2086,32,9,1255173D,KEY,1255173D-KEY,0.95,False
2087,32,11,KMB,GIS,KMB-GIS,1.052257212031843,True
2088,32,6,KMB,GIS,KMB-GIS,1.0265740056166042,True
2089,32,22,KMB,GIS,KMB-GIS,1.0376934162506926,True
2090,32,12,KMB,GIS,KMB-GIS,1.0161739839114003,True
2091,32,13,KMB,GIS,KMB-GIS,1.042072335019129,True
2092,32,4,KMB,GIS,KMB-GIS,1.0269846945455323,True
2093,32,7,KMB,GIS,KMB-GIS,1.03542576779704,True
2094,32,4,KMB,GIS,KMB-GIS,0.9917760930099201,False
2095,32,13,1255173D,BBT,1255173D-BBT,0.95,False
2096,32,15,1255173D,BBT,1255173D-BBT,0.95,False
2097,32,15,BAC,ECL,BAC-ECL,0.95,False
2098,32,19,BAC,ECL,BAC-ECL,1.0497417161438476,True
2099,32,7,BAC,ECL,BAC-ECL,0.95,False
2100,32,12,KEY,ZION,KEY-ZION,1.035867382098426,True
2101,32,34,KEY,ZION,KEY-ZION,1.0381882303133763,True
2102,32,11,KEY,ZION,KEY-ZION,0.95,False
2103,32,4,KEY,ZION,KEY-ZION,0.95,False
2104,32,5,JPM,CMA,JPM-CMA,1.0362082926468503,True
2105,32,7,JPM,CMA,JPM-CMA,1.0200522003104242,True
2106,32,10,JPM,CMA,JPM-CMA,1.016597849920692,True
2107,32,22,JPM,CMA,JPM-CMA,0.95,False
2108,32,11,PEP,MI,PEP-MI,0.95,False
2109,32,25,0961514D,TE,0961514D-TE,1.070373953128712,True
2110,32,15,0961514D,TE,0961514D-TE,1.0485155200115694,True
2111,32,12,0961514D,TE,0961514D-TE,1.0235246551841601,True
2112,32,11,0961514D,TE,0961514D-TE,1.0395892274741143,True
2113,32,8,0961514D,TE,0961514D-TE,1.0350322536459597,True
2114,32,4,1255173D,AEE,1255173D-AEE,0.95,False
2115,33,5,ED,0961514D,ED-0961514D,1.0416736140914966,True
2116,33,10,ED,0961514D,ED-0961514D,1.0241015196307592,True
2117,33,14,ED,0961514D,ED-0961514D,1.0214663018537558,True
2118,33,5,ED,0961514D,ED-0961514D,1.0158864590517755,True
2119,33,8,ED,0961514D,ED-0961514D,1.0192098748632588,True
2120,33,6,ED,0961514D,ED-0961514D,1.0230459745132157,True
2121,33,20,ED,0961514D,ED-0961514D,0.9778153700964245,False
2122,33,8,9876566D,CB,9876566D-CB,1.0408303469385032,True
2123,33,25,9876566D,CB,9876566D-CB,1.0446826097126154,True
2124,33,3,9876566D,CB,9876566D-CB,1.019576857495007,True
2125,33,2,9876566D,CB,9876566D-CB,1.0446318059655268,True
2126,33,2,9876566D,CB,9876566D-CB,1.0176730745369262,True
2127,33,17,GIS,HNZ,GIS-HNZ,1.030129633662336,True
2128,33,5,GIS,HNZ,GIS-HNZ,1.025181738640724,True
2129,33,9,GIS,HNZ,GIS-HNZ,1.0173854160846756,True
2130,33,5,GIS,HNZ,GIS-HNZ,1.0209780925639347,True
2131,33,3,GIS,HNZ,GIS-HNZ,1.0296258723703204,True
2132,33,4,GIS,HNZ,GIS-HNZ,1.0386138272203063,True
2133,33,3,KMB,GIS,KMB-GIS,1.0399226717370693,True
2134,33,28,KMB,GIS,KMB-GIS,0.95,False
2135,33,12,BAC,BBT,BAC-BBT,1.138717750742134,True
2136,33,6,BAC,BBT,BAC-BBT,1.0749114118180418,True
2137,33,8,BAC,BBT,BAC-BBT,1.0416035170882636,True
2138,33,13,BAC,BBT,BAC-BBT,0.95,False
2139,33,2,BBT,MI,BBT-MI,0.95,False
2140,33,8,IFF,2968900Q,IFF-2968900Q,1.0214081131847916,True
2141,33,3,IFF,2968900Q,IFF-2968900Q,1.0774307768332894,True
2142,33,2,IFF,2968900Q,IFF-2968900Q,1.0920719873934182,True
2143,33,8,IFF,2968900Q,IFF-2968900Q,1.0952908465582931,True
2144,33,3,IFF,2968900Q,IFF-2968900Q,1.0576438951684732,True
2145,33,4,IFF,2968900Q,IFF-2968900Q,0.95,False
2146,33,16,IFF,2968900Q,IFF-2968900Q,0.95,False
2147,33,4,IFF,2968900Q,IFF-2968900Q,1.1090840111918057,True
2148,33,21,IFF,2968900Q,IFF-2968900Q,0.95,False
2149,33,6,CLX,TE,CLX-TE,1.0334902019842434,True
2150,33,9,CLX,TE,CLX-TE,1.0400605214774654,True
2151,33,10,CLX,TE,CLX-TE,0.95,False
2152,33,22,GD,LMT,GD-LMT,1.026794439291975,True
2153,33,18,GD,LMT,GD-LMT,1.0385193011058858,True
2154,33,2,GD,LMT,GD-LMT,1.0430417291436702,True
2155,33,28,GD,LMT,GD-LMT,1.035733105791798,True
2156,33,9,GD,LMT,GD-LMT,0.9918867151250272,False
2157,33,7,KMB,HNZ,KMB-HNZ,1.023913314894879,True
2158,33,11,KMB,HNZ,KMB-HNZ,1.0456842669001667,True
2159,33,14,KMB,HNZ,KMB-HNZ,0.95,False
2160,33,4,9876566D,GIS,9876566D-GIS,1.048022589868909,True
2161,33,2,9876566D,GIS,9876566D-GIS,1.0410193212071182,True
2162,33,3,9876566D,GIS,9876566D-GIS,1.0344027621128382,True
2163,33,4,9876566D,GIS,9876566D-GIS,1.0424583216344951,True
2164,33,13,9876566D,GIS,9876566D-GIS,0.95,False
2165,33,14,HNZ,ANTM,HNZ-ANTM,1.100418230631047,True
2166,33,5,HNZ,ANTM,HNZ-ANTM,1.0542216819760253,True
2167,33,15,HNZ,ANTM,HNZ-ANTM,0.95,False
2168,33,3,DIS,OMC,DIS-OMC,1.0360368104092086,True
2169,33,38,DIS,OMC,DIS-OMC,1.0447002760263087,True
2170,33,38,DIS,OMC,DIS-OMC,1.0327116842136994,False
2171,33,4,AIG,BBT,AIG-BBT,0.95,False
2172,33,7,AIG,BBT,AIG-BBT,0.95,False
2173,34,47,ED,0961514D,ED-0961514D,1.0638295778360998,True
2174,34,4,ED,0961514D,ED-0961514D,1.0182881574598177,True
2175,34,19,ED,0961514D,ED-0961514D,0.95,False
2176,34,4,FNMA,FMCC,FNMA-FMCC,0.95,False
2177,34,12,D,PPL,D-PPL,1.0167385932340292,True
2178,34,24,D,PPL,D-PPL,0.95,False
2179,34,26,AEP,0961514D,AEP-0961514D,0.95,False
2180,34,4,VZ,AEE,VZ-AEE,1.0286142045013218,True
2181,34,4,VZ,AEE,VZ-AEE,1.0537740474350554,True
2182,34,2,VZ,AEE,VZ-AEE,1.0345831979837736,True
2183,34,4,VZ,AEE,VZ-AEE,1.0375938871117505,True
2184,34,13,VZ,AEE,VZ-AEE,1.0564788677159296,True
2185,34,10,VZ,AEE,VZ-AEE,1.137934278578327,True
2186,34,17,VZ,AEE,VZ-AEE,1.1312445273783458,True
2187,34,5,VZ,AEE,VZ-AEE,0.95,False
2188,34,20,CVX,COP,CVX-COP,1.0549667704002432,True
2189,34,25,CVX,COP,CVX-COP,0.95,False
2190,34,20,AEP,ED,AEP-ED,0.95,False
2191,34,3,SWY,CMS,SWY-CMS,1.0509054427308961,True
2192,34,4,SWY,CMS,SWY-CMS,1.0465552462935053,True
2193,34,4,SWY,CMS,SWY-CMS,1.0438650083717975,True
2194,34,4,SWY,CMS,SWY-CMS,1.041342067567965,True
2195,34,3,SWY,CMS,SWY-CMS,1.0481413855461184,True
2196,34,2,SWY,CMS,SWY-CMS,0.95,False
2197,34,7,SWY,CMS,SWY-CMS,1.145776723164346,True
2198,34,7,SWY,CMS,SWY-CMS,0.95,False
2199,34,15,VNO,AVB,VNO-AVB,1.0513213189035095,True
2200,34,37,VNO,AVB,VNO-AVB,1.0661559960723548,True
2201,34,14,VNO,AVB,VNO-AVB,1.0656287782205611,True
2202,34,5,VNO,AVB,VNO-AVB,1.1185896274728202,True
2203,34,5,KMB,0961514D,KMB-0961514D,0.95,False
2204,34,3,KMB,0961514D,KMB-0961514D,1.0401698074848489,True
2205,34,2,KMB,0961514D,KMB-0961514D,1.045077968432186,True
2206,34,6,KMB,0961514D,KMB-0961514D,1.1055454890336454,True
2207,34,5,KMB,0961514D,KMB-0961514D,0.95,False
2208,34,10,EIX,MDLZ,EIX-MDLZ,1.0619698868172656,True
2209,34,5,EIX,MDLZ,EIX-MDLZ,0.95,False
2210,34,12,BMS,EFX,BMS-EFX,1.063089312957854,True
2211,34,80,BMS,EFX,BMS-EFX,0.95,False
2212,34,11,KMB,AEP,KMB-AEP,1.0527144399143462,True
2213,34,20,KMB,AEP,KMB-AEP,0.95,False
2214,34,54,GIS,HNZ,GIS-HNZ,0.95,False
2215,34,3,DOW,OMC,DOW-OMC,1.0371153331983336,True
2216,34,8,DOW,OMC,DOW-OMC,1.0741424783502924,True
2217,34,20,DOW,OMC,DOW-OMC,1.040959068748822,True
2218,34,11,DOW,OMC,DOW-OMC,1.0460444640024646,True
2219,34,4,DOW,OMC,DOW-OMC,1.037986862981475,True
2220,34,4,DOW,OMC,DOW-OMC,1.117856802770873,True
2221,34,2,DOW,OMC,DOW-OMC,0.95,False
2222,34,5,DOW,OMC,DOW-OMC,0.95,False
2223,34,4,BMS,SWK,BMS-SWK,1.0312473812975655,True
2224,34,5,BMS,SWK,BMS-SWK,0.95,False
2225,35,17,EIX,PPL,EIX-PPL,1.0751911092312874,True
2226,35,18,EIX,PPL,EIX-PPL,0.95,False
2227,35,7,PCG,0961514D,PCG-0961514D,1.049496432134073,True
2228,35,7,PCG,0961514D,PCG-0961514D,1.0434639864382704,True
2229,35,4,PCG,0961514D,PCG-0961514D,0.95,False
2230,35,35,XEL,0961514D,XEL-0961514D,0.95,False
2231,35,31,XEL,PCG,XEL-PCG,1.0276660692818134,True
2232,35,5,XEL,PCG,XEL-PCG,0.95,False
2233,35,26,XEL,PCG,XEL-PCG,1.000736150441498,False
2234,35,4,KO,MMM,KO-MMM,1.0441937798410157,True
2235,35,9,KO,MMM,KO-MMM,0.95,False
2236,35,7,KO,MMM,KO-MMM,0.95,False
2237,35,7,PG,0961514D,PG-0961514D,0.95,False
2238,35,12,PG,0961514D,PG-0961514D,0.95,False
2239,35,10,ETR,NEE,ETR-NEE,0.95,False
2240,35,17,ITW,PBI,ITW-PBI,1.0495061922351634,True
2241,35,14,ITW,PBI,ITW-PBI,1.0870098572110245,True
2242,35,11,ITW,PBI,ITW-PBI,1.0681960308406369,True
2243,35,11,ITW,PBI,ITW-PBI,1.0726922935033638,True
2244,35,4,ITW,PBI,ITW-PBI,0.95,False
2245,35,10,UTX,AEP,UTX-AEP,0.95,False
2246,35,7,UTX,AEP,UTX-AEP,1.0884977986876678,True
2247,35,9,UTX,AEP,UTX-AEP,0.95,False
2248,35,33,FDX,UPS,FDX-UPS,0.95,False
2249,35,8,ECL,PEP,ECL-PEP,1.1290067890058904,True
2250,35,11,ECL,PEP,ECL-PEP,1.0498072415569697,True
2251,35,8,ECL,PEP,ECL-PEP,0.95,False
2252,35,6,JNJ,TEG,JNJ-TEG,0.95,False
2253,35,19,DIS,EFX,DIS-EFX,0.95,False
2254,35,7,DIS,EFX,DIS-EFX,1.0773809970256476,True
2255,35,5,FOXA,VIAB,FOXA-VIAB,0.95,False
2256,35,7,FOXA,VIAB,FOXA-VIAB,1.089679912726888,True
2257,35,9,FOXA,VIAB,FOXA-VIAB,0.9889418756892694,False
2258,36,32,MDT,SYK,MDT-SYK,0.95,False
2259,36,22,L,SE,L-SE,1.0924527861493996,True
